index,brand,model,cores,base_clock,boost_clock,integrated_graphics,multithreading,price
534,Intel,"Core i5-3360M",2,"{'cycles': 2800000000}","{'cycles': 3500000000}","Intel HD Graphics",1,NULL
535,Intel,"Core i5-3450",4,"{'cycles': 3100000000}",NULL,"Intel HD Graphics 2500",0,NULL
536,Intel,"Core i5-3450S",4,"{'cycles': 2800000000}",NULL,"Intel HD Graphics 2500",0,NULL
537,Intel,"Core i5-3470",4,"{'cycles': 3200000000}",NULL,"Intel HD Graphics 2500",0,NULL
538,Intel,"Core i5-3470S",4,"{'cycles': 2900000000}",NULL,"Intel HD Graphics 2500",0,NULL
539,Intel,"Core i5-3550",4,"{'cycles': 3300000000}",NULL,"Intel HD Graphics 2500",0,NULL
540,Intel,"Core i5-3550S",4,"{'cycles': 3000000000}","{'cycles': 3700000000}","Intel HD Graphics 2500",0,NULL
541,Intel,"Core i5-3570",4,"{'cycles': 3400000000}",NULL,"Intel HD Graphics 2500",0,NULL
542,Intel,"Core i5-3570K",4,"{'cycles': 3400000000}",NULL,"Intel HD Graphics 4000",0,NULL
543,Intel,"Core i5-3570S",4,"{'cycles': 3100000000}","{'cycles': 3800000000}","Intel HD Graphics 2500",0,NULL
544,Intel,"Core i5-4430",4,"{'cycles': 3000000000}",NULL,"Intel HD Graphics 4600",0,NULL
545,Intel,"Core i5-4440",4,"{'cycles': 3100000000}","{'cycles': 3300000000}","Intel HD Graphics 4600",0,NULL
546,Intel,"Core i5-4440S",4,"{'cycles': 2800000000}","{'cycles': 3300000000}","Intel HD Graphics 4600",0,NULL
547,Intel,"Core i5-4460",4,"{'cycles': 3200000000}","{'cycles': 3400000000}","Intel HD Graphics 4600",0,NULL
548,Intel,"Core i5-4460S",4,"{'cycles': 2900000000}","{'cycles': 3400000000}","Intel HD Graphics 4000",0,NULL
549,Intel,"Core i5-4570",4,"{'cycles': 3200000000}",NULL,"Intel HD Graphics 4600",0,NULL
550,Intel,"Core i5-4570S",4,"{'cycles': 2900000000}",NULL,"Intel HD Graphics 4600",0,NULL
551,Intel,"Core i5-4570S",4,"{'cycles': 2900000000}",NULL,"Intel HD Graphics 4600",0,NULL
552,Intel,"Core i5-4570T",2,"{'cycles': 2900000000}",NULL,"Intel HD Graphics 4600",1,NULL
553,Intel,"Core i5-4590",4,"{'cycles': 3300000000}","{'cycles': 3700000000}","Intel HD Graphics 4600",0,NULL
554,Intel,"Core i5-4590S",4,"{'cycles': 3000000000}","{'cycles': 3700000000}","Intel HD Graphics 4000",0,NULL
555,Intel,"Core i5-4590T",4,"{'cycles': 2000000000}",NULL,"Intel HD Graphics 4000",1,NULL
556,Intel,"Core i5-4670",4,"{'cycles': 3400000000}",NULL,"Intel HD Graphics 4600",0,NULL
557,Intel,"Core i5-4670K",4,"{'cycles': 3400000000}",NULL,"Intel HD Graphics 4600",0,NULL
558,Intel,"Core i5-4670S",4,"{'cycles': 3100000000}","{'cycles': 3800000000}","Intel HD Graphics 4600",0,NULL
559,Intel,"Core i5-4690",4,"{'cycles': 3500000000}","{'cycles': 3900000000}","Intel HD Graphics 4600",0,NULL
560,Intel,"Core i5-4690",4,"{'cycles': 3500000000}","{'cycles': 3900000000}","Intel HD Graphics 4600",0,NULL
561,Intel,"Core i5-4690K",4,"{'cycles': 3500000000}","{'cycles': 3900000000}","Intel HD Graphics 4600",0,NULL
562,Intel,"Core i5-4690K",4,"{'cycles': 3500000000}","{'cycles': 3900000000}","Intel HD Graphics 4600",0,NULL
563,Intel,"Core i5-4690S",4,"{'cycles': 3200000000}","{'cycles': 3900000000}","Intel HD Graphics 4600",0,NULL
564,Intel,"Core i5-5675C",4,"{'cycles': 3100000000}","{'cycles': 3600000000}","Iris Pro Graphics 6200",0,NULL
565,Intel,"Core i5-6400",4,"{'cycles': 2700000000}","{'cycles': 3300000000}","Intel HD Graphics 530",0,NULL
566,Intel,"Core i5-6400T",4,"{'cycles': 2200000000}","{'cycles': 2800000000}","Intel HD Graphics 530",0,NULL
567,Intel,"Core i5-6402P",4,"{'cycles': 2800000000}","{'cycles': 3400000000}","Intel HD Graphics 510",0,NULL
568,Intel,"Core i5-650",2,"{'cycles': 3200000000}",NULL,"Intel HD Graphics",1,NULL
569,Intel,"Core i5-6500",4,"{'cycles': 3200000000}","{'cycles': 3600000000}","Intel HD Graphics 530",0,NULL
570,Intel,"Core i5-6500",4,"{'cycles': 3200000000}","{'cycles': 3600000000}","Intel HD Graphics 530",0,NULL
571,Intel,"Core i5-6500T",4,"{'cycles': 2500000000}","{'cycles': 3100000000}","Intel HD Graphics 530",0,NULL
572,Intel,"Core i5-6500T",4,"{'cycles': 2500000000}","{'cycles': 3100000000}","Intel HD Graphics 530",0,NULL
573,Intel,"Core i5-655K",2,"{'cycles': 3200000000}",NULL,"Intel HD Graphics",1,NULL
574,Intel,"Core i5-660",2,"{'cycles': 3330000000}",NULL,"Intel HD Graphics",1,NULL
575,Intel,"Core i5-6600",4,"{'cycles': 3300000000}","{'cycles': 3900000000}","Intel HD Graphics 530",0,NULL
576,Intel,"Core i5-6600",4,"{'cycles': 3300000000}","{'cycles': 3900000000}","Intel HD Graphics 530",0,NULL
577,Intel,"Core i5-6600K",4,"{'cycles': 3500000000}","{'cycles': 3900000000}","Intel HD Graphics 530",0,NULL
578,Intel,"Core i5-6600T",4,"{'cycles': 2700000000}","{'cycles': 3500000000}","Intel HD Graphics 530",0,NULL
579,Intel,"Core i5-6600T",4,"{'cycles': 2700000000}","{'cycles': 3500000000}","Intel HD Graphics 530",0,NULL
580,Intel,"Core i5-661",2,"{'cycles': 3330000000}",NULL,"Intel HD Graphics",1,NULL
581,Intel,"Core i5-670",2,"{'cycles': 3460000000}",NULL,"Intel HD Graphics",1,NULL
582,Intel,"Core i5-680",2,"{'cycles': 3600000000}",NULL,"Intel HD Graphics",1,NULL
583,Intel,"Core i5-7400",4,"{'cycles': 3000000000}","{'cycles': 3500000000}","Intel HD Graphics 630",0,NULL
584,Intel,"Core i5-7400",4,"{'cycles': 3000000000}","{'cycles': 3500000000}","Intel HD Graphics 630",0,NULL
585,Intel,"Core i5-7400T",4,"{'cycles': 2400000000}","{'cycles': 3000000000}","Intel HD Graphics 630",0,NULL
586,Intel,"Core i5-7400T",4,"{'cycles': 2400000000}","{'cycles': 3000000000}","Intel HD Graphics 630",0,NULL
587,Intel,"Core i5-750",4,"{'cycles': 2660000000}",NULL,NULL,0,NULL
588,Intel,"Core i5-750",4,"{'cycles': 2660000000}",NULL,NULL,0,NULL
589,Intel,"Core i5-7500",4,"{'cycles': 3400000000}","{'cycles': 3800000000}","Intel HD Graphics 630",0,NULL
590,Intel,"Core i5-7500",4,"{'cycles': 3400000000}","{'cycles': 3800000000}","Intel HD Graphics 630",0,NULL
591,Intel,"Core i5-7500T",4,"{'cycles': 2700000000}","{'cycles': 3300000000}","Intel HD Graphics 630",0,NULL
592,Intel,"Core i5-7500T",4,"{'cycles': 2700000000}","{'cycles': 3300000000}","Intel HD Graphics 630",0,NULL
593,Intel,"Core i5-750S",4,"{'cycles': 2400000000}",NULL,NULL,0,NULL
594,Intel,"Core i5-760",4,"{'cycles': 2800000000}",NULL,NULL,0,NULL
595,Intel,"Core i5-7600",4,"{'cycles': 3500000000}","{'cycles': 4099999999}","Intel HD Graphics 630",0,NULL
596,Intel,"Core i5-7600",4,"{'cycles': 3500000000}","{'cycles': 4099999999}","Intel HD Graphics 630",0,NULL
597,Intel,"Core i5-7600K",4,"{'cycles': 3800000000}","{'cycles': 4200000000}","Intel HD Graphics 630",0,NULL
598,Intel,"Core i5-7600K",4,"{'cycles': 3800000000}","{'cycles': 4200000000}","Intel HD Graphics 630",0,NULL
599,Intel,"Core i5-7600T",4,"{'cycles': 2800000000}","{'cycles': 3700000000}","Intel HD Graphics 630",0,NULL
600,Intel,"Core i5-7600T",4,"{'cycles': 2800000000}","{'cycles': 3700000000}","Intel HD Graphics 630",0,NULL
601,Intel,"Core i5-7640X",4,"{'cycles': 4000000000}","{'cycles': 4200000000}",NULL,0,NULL
602,Intel,"Core i5-7640X",4,"{'cycles': 4000000000}","{'cycles': 4200000000}",NULL,0,NULL
603,Intel,"Core i5-7640X",4,"{'cycles': 4000000000}","{'cycles': 4200000000}",NULL,0,NULL
604,Intel,"Core i5-8400",6,"{'cycles': 2800000000}","{'cycles': 4000000000}","Intel UHD Graphics 630",0,NULL
605,Intel,"Core i5-8400",6,"{'cycles': 2800000000}","{'cycles': 4000000000}","Intel UHD Graphics 630",0,NULL
606,Intel,"Core i5-8400T",6,"{'cycles': 1700000000}","{'cycles': 3300000000}","Intel UHD Graphics 630",0,NULL
607,Intel,"Core i5-8500",6,"{'cycles': 3000000000}","{'cycles': 4099999999}","Intel UHD Graphics 630",0,NULL
608,Intel,"Core i5-8500",6,"{'cycles': 3000000000}","{'cycles': 4099999999}","Intel UHD Graphics 630",0,NULL
609,Intel,"Core i5-8500T",6,"{'cycles': 2100000000}","{'cycles': 3500000000}","Intel UHD Graphics 630",0,NULL
610,Intel,"Core i5-8600",6,"{'cycles': 3100000000}","{'cycles': 4300000000}","Intel UHD Graphics 630",0,NULL
611,Intel,"Core i5-8600",6,"{'cycles': 3100000000}","{'cycles': 4300000000}","Intel UHD Graphics 630",0,NULL
612,Intel,"Core i5-8600K",6,"{'cycles': 3600000000}","{'cycles': 4300000000}","Intel UHD Graphics 630",0,NULL
613,Intel,"Core i5-8600K",6,"{'cycles': 3600000000}","{'cycles': 4300000000}","Intel UHD Graphics 630",0,NULL
614,Intel,"Core i5-8600T",6,"{'cycles': 2300000000}","{'cycles': 3700000000}","Intel UHD Graphics 630",0,NULL
615,Intel,"Core i5-9400",6,"{'cycles': 2900000000}","{'cycles': 4099999999}","Intel UHD Graphics 630",0,NULL
616,Intel,"Core i5-9400",6,"{'cycles': 2900000000}","{'cycles': 4099999999}","Intel UHD Graphics 630",0,NULL
617,Intel,"Core i5-9400F",6,"{'cycles': 2900000000}","{'cycles': 4099999999}",NULL,0,NULL
618,Intel,"Core i5-9400F",6,"{'cycles': 2900000000}","{'cycles': 4099999999}",NULL,0,NULL
619,Intel,"Core i5-9400T",6,"{'cycles': 1800000000}","{'cycles': 3400000000}","Intel UHD Graphics 630",0,NULL
620,Intel,"Core i5-9500",6,"{'cycles': 3000000000}","{'cycles': 4400000000}","Intel UHD Graphics 630",0,NULL
621,Intel,"Core i5-9500",6,"{'cycles': 3000000000}","{'cycles': 4400000000}","Intel UHD Graphics 630",0,NULL
622,Intel,"Core i5-9500F",6,"{'cycles': 3000000000}","{'cycles': 4400000000}",NULL,0,NULL
623,Intel,"Core i5-9500F",6,"{'cycles': 3000000000}","{'cycles': 4400000000}",NULL,0,NULL
624,Intel,"Core i5-9500T",6,"{'cycles': 2200000000}","{'cycles': 3700000000}","Intel UHD Graphics 630",0,NULL
625,Intel,"Core i5-9600",6,"{'cycles': 3100000000}","{'cycles': 4600000000}","Intel UHD Graphics 630",0,NULL
626,Intel,"Core i5-9600",6,"{'cycles': 3100000000}","{'cycles': 4600000000}","Intel UHD Graphics 630",0,NULL
627,Intel,"Core i5-9600K",6,"{'cycles': 3700000000}","{'cycles': 4600000000}","Intel UHD Graphics 630",0,NULL
628,Intel,"Core i5-9600K",6,"{'cycles': 3700000000}","{'cycles': 4600000000}","Intel UHD Graphics 630",0,NULL
629,Intel,"Core i5-9600K",6,"{'cycles': 3700000000}","{'cycles': 4600000000}","Intel UHD Graphics 630",0,NULL
630,Intel,"Core i5-9600KF",6,"{'cycles': 3700000000}","{'cycles': 4600000000}",NULL,0,NULL
631,Intel,"Core i5-9600KF",6,"{'cycles': 3700000000}","{'cycles': 4600000000}",NULL,0,NULL
632,Intel,"Core i5-9600T",6,"{'cycles': 2300000000}","{'cycles': 3900000000}","Intel UHD Graphics 630",0,NULL
